IMDb,classify,douban,title,year
5.2,犯罪/惊悚/恐怖,5.1,　我唾弃你的坟墓：复仇在我/我唾弃你的坟墓3,2015
5.1,动作,5,　暴动,2015
5.1,动作,5,　暴动,2015
5.8,恐怖,4.9,　我们依然在这/我们仍在这里,2015
5.8,恐怖,4.9,　我们依然在这/我们仍在这里,2015
4.5,恐怖,4.9,　鬼影实录5：鬼次元/鬼入镜5(台),2015
5.8,恐怖,4.9,　我们依然在这/我们仍在这里,2015
4.5,恐怖,4.9,　鬼影实录5：鬼次元/鬼入镜5(台),2015
5.6,动作/奇幻/冒险,4.8,　新木乃伊/盗墓迷城(港)/神鬼传奇(台),2017
5.6,动作/奇幻/冒险,4.8,　新木乃伊/盗墓迷城(港)/神鬼传奇(台),2017
5.3,动作/科幻,4.8,　变形金刚5：最后的骑士/变形金刚：终极战士(港)/变形金刚5：最终骑士(台)/变形金刚5/变5,2017
5.3,动作/科幻,4.8,　变形金刚5：最后的骑士/变形金刚：终极战士(港)/变形金刚5：最终骑士(台)/变形金刚5/变5,2017
5.3,动作/科幻,4.8,　变形金刚5：最后的骑士/变形金刚：终极战士(港)/变形金刚5：最终骑士(台)/变形金刚5/变5,2017
5.3,动作/科幻,4.8,　变形金刚5：最后的骑士/变形金刚：终极战士(港)/变形金刚5：最终骑士(台)/变形金刚5/变5,2017
5.3,动作/科幻,4.8,　变形金刚5：最后的骑士/变形金刚：终极战士(港)/变形金刚5：最终骑士(台)/变形金刚5/变5,2017
5.3,动作/科幻,4.8,　变形金刚5：最后的骑士/变形金刚：终极战士(港)/变形金刚5：最终骑士(台)/变形金刚5/变5,2017
6.6,纪录片,4.5,　深蓝色海洋里的海豚/深海精灵,2009
6.6,纪录片,4.5,　深蓝色海洋里的海豚/深海精灵,2009
4.9,动作/犯罪/惊悚/恐怖,4.4,　屠杀公园,2016
3.7,喜剧/恐怖,4.4,　新尸骨无存/尸骨无存,2016
4.3,悬疑/奇幻/惊悚,4.3,　睡美人的诅咒,2016
4.3,悬疑/奇幻/惊悚,4.3,　睡美人的诅咒,2016
4.7,动作/惊悚/冒险,4.3,　陆川版鬼吹灯/鬼吹灯之九层妖塔/吹灯传说之精绝古城/鬼吹灯,2015
3.1,恐怖,4.2,　猎鬼者,2016
3.1,恐怖,4.2,　猎鬼者,2016
5.3,奇幻/冒险,3.5,　TheWarriorsGate,2016
5.3,奇幻/冒险,3.5,　TheWarriorsGate,2016
5.3,奇幻/冒险,3.5,　TheWarriorsGate,2016
5.3,奇幻/冒险,3.5,　TheWarriorsGate,2016
5.3,奇幻/冒险,3.5,　TheWarriorsGate,2016
5.8,奇幻,3.2,　暗月升起/黑月升起,2015
5.8,奇幻,3.2,　暗月升起/黑月升起,2015
2.7,恐怖,3.1,　占卜实验2：死亡剧院,2015
2.3,奇幻,3,　邪恶小分队,2016
2.3,奇幻,3,　邪恶小分队,2016
6.1,动作/冒险/犯罪/西部,,　绝岭三雄/赤岭三雄/铁血神枪,1953
5.8,歌舞/西部,,　,1953
,,,,
7.7,剧情/动作/科幻,,　猩球崛起3：终极之战/猩球崛起：终极决战(台)/猿人争霸战：猩凶巨战(港),2017
,,,,
5.9,动画/冒险/家庭,,　冰雪女王3：火与冰,2017
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5.9,动画/冒险/家庭,,　冰雪女王3：火与冰,2017
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,　图坦卡蒙——墓室和宝藏,2013
,,,,
,,,,
,,,,
,,,　图坦卡蒙——墓室和宝藏,2013
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7.3,剧情/传记,,　波兰爱经,2017
,,,,
5.4,动作/冒险,,　极限特工3：终极回归/极限特工：终极回归/3X反恐暴族：重火力回归(港)/限制级战警3: 重返极限(台)/极限特工3,2017
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,喜剧/剧情/奇幻,,　侏罗纪学校,2017
,,,,
,,,,
,,,,
7.6,剧情/奇幻/冒险,,　神奇动物在哪里/怪兽与它们的产地(港/台)/神奇生物在哪里/神奇的野兽以及在哪里能找到它们,2016
,,,,
,,,,
,,,,
7.2,喜剧/动画/歌舞,,　欢乐好声音/歌唱秀/星梦动物园(港)/演唱/歌唱/动物园好声音,2016
,,,,
,,,,
,,,,
,,,,
8,动作/科幻/冒险,,　星球大战外传：侠盗一号/侠盗一号/星战外传1/侠盗一号：星球大战外传/星球大战：侠盗一号/罗格一号,2016
,,,,
,,,,
,,,,
2,科幻,,　星际大战,2016
,,,,
,,,,
,,, ?爱宠大机密/Pet Pet当家(港)/宠物当家(台),2016
,,,,
4.7,动作,,　辛巴达和复仇女神的战争,2016
,,,,
6.5,喜剧/动画/奇幻/冒险/家庭,,　变身大作战,2016
,,,,
,,,,
3,惊悚/恐怖,,　狂野小丑,2016
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
3.5,剧情/惊悚/恐怖,,　烈士/殉道者,2016
,,,,
4.9,动作,,　街区斗士,2015
,,,,
3.5,剧情/惊悚/恐怖,,　烈士/殉道者,2016
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,动画,,　魔发精灵[山寨],2016
,,,,
,,,,
,,,,
7.7,纪录片,,　奇幻冰極/奇幻冰極(港),2014
,,,,
,动画,,　魔发精灵[山寨],2016
,,,,
,,,,
,,, ?爱宠大机密/Pet Pet当家(港)/宠物当家(台),2016
,,,,
3.5,动作/惊悚/冒险/灾难,,　冰川鲨鱼,2016
,,,,
3.1,动作/科幻/惊悚/灾难,,　鲨鱼星球,2016
,,,,
,,,,
3.2,惊悚/恐怖,,　魔胎,2014
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,记录,,　恐龙星球,2012
,,,,
,,,,
,,,,
,,,,
,,,,
4.7,惊悚/恐怖,,　在考特剧院,2015
,,,,
,,,,
6.3,奇幻/冒险,,　爱丽丝梦游仙境2：镜中奇遇记/愛麗絲夢遊仙境2：穿越魔鏡(港)/魔境夢遊：時光怪客(台),2016
,,,,
,,,,
4.3,恐怖,,　沟日大屠杀,2016
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
4,动作,,　宾虚以情之名,2016
,,,,
5.3,动画/冒险/家庭,,　金翅雀/黄雀?,2014
,,,,
,,,,
5.3,动画/冒险/家庭,,　金翅雀/黄雀?,2014
,,,,
,,,,
,,,,
,,,,
,,,,
,剧情/奇幻/冒险,,　奇幻森林/与森林共舞(台)/丛林之书/森林王子,2016
,,,,
,,,,
,,,,
,,,,
6.1,恐怖/惊悚,,　骸骨面/魔眼,1961
,,,,
,,,,
,,,,
,,,,
,,,,
7.7,,,　太空之旅/宇宙之旅,2015
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
3.7,恐怖/惊悚/悬疑,,　,2013
,,,,
3.7,恐怖/惊悚/悬疑,,　,2013
,,,,
,,,,
,,,,
7,动作/科幻/奇幻/冒险,,　蝙蝠侠大战超人：正义黎明/蝙蝠侠大战超人/蝙蝠侠与超人：正义黎明/蝙蝠侠对超人：正义曙光(港/台),2016
,,,,
,喜剧/爱情/奇幻?,,?美人鱼/美人鱼3D? ?,2016
,,,,
,喜剧/爱情/奇幻?,,?美人鱼/美人鱼3D? ?,2016
,,,,
7,动作/科幻/奇幻/冒险,,　蝙蝠侠大战超人：正义黎明/蝙蝠侠大战超人/蝙蝠侠与超人：正义黎明/蝙蝠侠对超人：正义曙光(港/台),2016
,,,,
7,动作/科幻/奇幻/冒险,,　蝙蝠侠大战超人：正义黎明/蝙蝠侠大战超人/蝙蝠侠与超人：正义黎明/蝙蝠侠对超人：正义曙光(港/台),2016
,,,,
7,动作/科幻/奇幻/冒险,,　蝙蝠侠大战超人：正义黎明/蝙蝠侠大战超人/蝙蝠侠与超人：正义黎明/蝙蝠侠对超人：正义曙光(港/台),2016
,,,,
,,,,
2.4,科幻,,　火星地,2015
,,,,
,,,,
7,动作/科幻/奇幻/冒险,,　蝙蝠侠大战超人：正义黎明/蝙蝠侠大战超人/蝙蝠侠与超人：正义黎明/蝙蝠侠对超人：正义曙光(港/台),2016
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5.2,恐怖,,　狱亡魂/被诅咒之物,2014
,,,,
5.4,动作/犯罪/运动,,　极盗者/極限追捕(港)/飆風特攻(台),2015
,,,,
,,,,
,,,,
,,,,
,,,,
5.2,恐怖,,　狱亡魂/被诅咒之物,2014
,,,,
,,,,
,,,,
2.2,恐怖,,　鬼哭神嚎的房子,2015
,,,,
2.7,恐怖,,　医院,2013
,,,,
4.7,动作/惊悚/冒险,,　Chronicles of The Ghostly tribe,2015
,,,,
4.7,动作/惊悚/冒险,,　Chronicles of The Ghostly tribe,2015
,,,,
,,,,
,,,,
,,,,
6.9,喜剧/动画/冒险/家庭,,　恐龙当家/恐龍大時代(港)/恐龍當家(台),2015
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7,剧情/动作/冒险,,　海洋深处/巨鲸传奇：怒海中心(港)/白鲸传奇：怒海之心(台)/海洋之心/大洋深处,2015
,,,,
,,,,
,,,,
7,剧情/动作/冒险,,　海洋深处/巨鲸传奇：怒海中心(港)/白鲸传奇：怒海之心(台)/海洋之心/大洋深处,2015
,,,,
,,,,
3,惊悚,,　美国吵闹鬼,2015
,,,,
3,,,　,2013
,,,,
,,,,
6.9,喜剧/动画/冒险/家庭,,　恐龙当家/恐龍大時代(港)/恐龍當家(台),2015
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8.2,剧情/科幻/冒险,,　火星救援/火星任务(港)/绝地救援(台),2015
,,,,
8.2,剧情/科幻/冒险,,　火星救援/火星任务(港)/绝地救援(台),2015
,,,,
,,,,
8.2,剧情/科幻/冒险,,　火星救援/火星任务(港)/绝地救援(台),2015
,,,,
,,,,
,,,,
7.8,动画/奇幻,,　小王子,2015
,,,,
7.8,动画/奇幻,,　小王子,2015
,,,,
,,,,
,,,,
,,,,
,,,,
,,,　小黄人大眼萌/小黄人/迷你兵团(港)/小小兵(台),2015
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
4.6,喜剧/动画/冒险,,　七个小矮人,2014
,,,,
,,,,
4.6,喜剧/动画/冒险,,　七个小矮人,2014
,,,,
,,,,
,动作 / 惊悚 / 冒险?,, ?九层妖塔 / 陆川版鬼吹灯 / 鬼吹灯之九层妖塔 / 吹灯传说之精绝古城 / 鬼吹灯?,2015
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7.7,动作/科幻/冒险,,　蚁人/蚁侠(港)/蚁人(台),2015
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,动作/冒险/幻想/科幻,,　复仇者格林,2015
,,,,
,动作/冒险/幻想/科幻,,　复仇者格林,2015
,,,,
,纪录片,,　大卫爱登堡之翔服天空,2014
,,,,
,,,,
,纪录片,,　大卫爱登堡之翔服天空,2014
,,,,
,动作/冒险/科幻?,,　木星上行/木星上升/木星冉升/朱庇特上升/木升战纪(港)/朱比特崛起(台)?,2015
,,,,
,动画,,　玛亚历险记大电影,2014
,,,,
,动画,,　玛亚历险记大电影,2014
,,,,
,动作/冒险/科幻?,,　木星上行/木星上升/木星冉升/朱庇特上升/木升战纪(港)/朱比特崛起(台)?,2015
,,,,
2.4,动作/科幻/惊悚,,　天启洛杉矶/罪城毁灭启示录,2014
,,,,
,,,,
,动作/冒险/科幻?,,　木星上行/木星上升/木星冉升/朱庇特上升/木升战纪(港)/朱比特崛起(台)?,2015
,,,,
,,,,
,,,,
2.8,动作/科幻,,　宇宙逃亡者/星河舰队：崛起,2014
,,,,
,,,,
,,,,
,,,,
2.8,动作/科幻,,　宇宙逃亡者/星河舰队：崛起,2014
,,,,
,,,,
,,,,
,,,,
,,,,
,,,】微观星球?,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,纪录片,,　太阳系7大奇观,2010
,,,,
,,,,
,,,,
,,,,
,,,,
,风光/记录,,　台湾惊点,2010
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,冒险/奇幻 ?,,　霍比特人3:五军之战/霍比特人3:去而复返/哈比人:五军之战(港台)/哈比人:奇境再返(台)/哈比人:汗血回归/指环王前传:霍比特人(下)?,2014
,,,,
,动作/冒险/剧情,,　法老与众神/出埃及记：诸神与国王/摩西/出埃及记：天地王者(台)/出埃及记：神王帝国(港),2014
,,,,
,动作/冒险/剧情,,　法老与众神/出埃及记：诸神与国王/摩西/出埃及记：天地王者(台)/出埃及记：神王帝国(港),2014
,,,,
,冒险/奇幻 ?,,　霍比特人3:五军之战/霍比特人3:去而复返/哈比人:五军之战(港台)/哈比人:奇境再返(台)/哈比人:汗血回归/指环王前传:霍比特人(下)?,2014
,,,,
,冒险/奇幻 ?,,　霍比特人3:五军之战/霍比特人3:去而复返/哈比人:五军之战(港台)/哈比人:奇境再返(台)/哈比人:汗血回归/指环王前传:霍比特人(下)?,2014
,,,,
,冒险/奇幻 ?,,　霍比特人3:五军之战/霍比特人3:去而复返/哈比人:五军之战(港台)/哈比人:奇境再返(台)/哈比人:汗血回归/指环王前传:霍比特人(下)?,2014
,,,,
,,,,
,,,,
,动画/动作/冒险,,　超能陆战队/六大英雄/大英雄聯盟(港)/大英雄天團(台),2014
,,,,
,动作/冒险/剧情,,　法老与众神/出埃及记：诸神与国王/摩西/出埃及记：天地王者(台)/出埃及记：神王帝国(港),2014
,,,,
,,,,
,,,,
,纪录,,　海洋巨物/海洋巨人,2011
,,,,
,纪录/风光,,　冒险加勒比:人鲨同戏,2012
,,,,
,,,,
,,,,
,,,,
,,,,
,纪录,,　海洋巨物/海洋巨人,2011
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,剧情/战争/冒险/科幻,,　猩球崛起2：黎明之战/猿人争霸战：猩凶崛起(港)/猩球崛起：黎明的进击(台),2014
,,,,
,,,,
,,,,
,,,,
,,,,
,剧情 /家庭 /冒险??,,??少年斯派维的奇异旅行 /年幼奇才T.S. /Spivet荒诞的旅行 /少年斯派维的荒诞旅行,2013
,,,,
,动画/冒险/喜剧?,,　盒子怪/拯救盒怪/怪诞小箱侠(港)/怪怪箱(台)?,2014
,,,,
,喜剧/动作/科幻/冒险,,　忍者神龟：变种时代/忍者龟：变种世代(台)/忍者龟：变种新任务(港),2014
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,动作/喜剧/冒险/科幻,,　忍者神龟：变种时代/忍者龟：变种世代(台)/忍者龟：变种新任务(港),2014
,,,,
,,,,
,,,,
,动画/冒险/家庭,,　与恐龙同行/与龙同行3D大电影,2013
,,,,
,动画/冒险/喜剧?,,　盒子怪/拯救盒怪/怪诞小箱侠(港)/怪怪箱(台)?,2014
,,,,
,动画/冒险/喜剧/家庭/幻想/爱情?,,　生命之书/生命书/曼罗奇遇记(台)?,2014
,,,,
,科幻 / 冒险,,　冰川时代,2014
,,,,
,动画/冒险/喜剧?,,　盒子怪/拯救盒怪/怪诞小箱侠(港)/怪怪箱(台)?,2014
,,,,
,科幻/惊悚,,　前目的地/宿命论(港)/超时空拦截(台),2014
,,,,
,科幻/惊悚,,　前目的地/宿命论(港)/超时空拦截(台),2014
,,,,
,,,,
,,,,
,喜剧 / 科幻 / 动画 / 冒险,,,2014
,,,,
,动画/冒险/喜剧/家庭/幻想/爱情?,,　生命之书/生命书/曼罗奇遇记(台)?,2014
,,,,
,,,,
,,,,
,,,,
,,,,
,,,"】：	冰雪奇缘 / 魔雪奇缘(港)",
,,,,
,纪录片/冒险,,　深海挑战,2014
,,,,
,动画 / 冒险 / 家庭 / 幻想,,　驯龙高手2,2014
,,,,
,动画/家庭,,　邮差帕特,2013
,,,,
,动画 / 冒险 / 家庭 / 幻想,,　驯龙高手2,2014
,,,,
,动画/家庭,,　邮差帕特,2013
,,,,
,动画/冒险/喜剧/家庭/幻想/爱情?,,　生命之书/生命书/曼罗奇遇记(台)?,2014
,,,,
,动画/动作/历险,,　驯龙高手2,2014
,,,,
,魔幻,,　The White Haired Witch of Lunar Kingdom,2014
,,,,
,动作 / 动画 / 奇幻 / 冒险,,　贝奥武夫/魔战王：贝奥武夫/贝奥武夫:北海的诅咒,2007
,,,,
,动作 / 动画 / 奇幻 / 冒险,,　贝奥武夫/魔战王：贝奥武夫/贝奥武夫:北海的诅咒,2007
,,,,
,动作 / 冒险,,　宙斯之子：赫拉克勒斯 / 大力神:色雷斯之战 / 海克力士(台) / 战神：海格力斯(港),2014
,,,,
,,,,
,,,,
,动作/恐怖/惊悚,,　被诅咒的死亡和黑暗,2014
,,,,
,,,　 宙斯之子：赫拉克勒斯/大力神：色雷斯之战/大力士/大力神/海克力士(台),2014
,,,,
,动作 / 冒险,,　宙斯之子：赫拉克勒斯 / 大力神:色雷斯之战 / 海克力士(台) / 战神：海格力斯(港),2014
,,,,
,动作 / 冒险,,　宙斯之子：赫拉克勒斯 / 大力神:色雷斯之战 / 海克力士(台) / 战神：海格力斯(港),2014
,,,,
,,,】死亡阴影,
,,,,
,动作/惊悚/犯罪,,　罪恶之城2/万恶城市：红颜夺命(台)/罪恶城2：蛇蝎情人(港),2014
,,,,
,剧情/动作/奇幻/冒险,,　霍比特人2：史矛革之战/哈比人：荒谷魔龙(港)/哈比人：荒谷恶龙(台),2013
,,,,
,动作/惊悚/犯罪,,　罪恶之城2/万恶城市：红颜夺命(台)/罪恶城2：蛇蝎情人(港),2014
,,,,
,剧情/动作/奇幻/冒险,,　霍比特人2：史矛革之战/哈比人：荒谷魔龙(港)/哈比人：荒谷恶龙(台),2013
,,,,
,剧情/动作/奇幻/冒险,,　霍比特人2：史矛革之战/哈比人：荒谷魔龙(港)/哈比人：荒谷恶龙(台),2013
,,,,
,记录,,　魔法王国,2013
,,,,
,动作/惊悚/犯罪,,　罪恶之城2/万恶城市：红颜夺命(台)/罪恶城2：蛇蝎情人(港),2014
,,,,
,动作/惊悚/犯罪,,　罪恶之城2/万恶城市：红颜夺命(台)/罪恶城2：蛇蝎情人(港),2014
,,,,
,动作,,　The Four 3,2014
,,,,
,剧情/动作/奇幻/冒险,,　霍比特人2：史矛革之战/哈比人：荒谷魔龙(港)/哈比人：荒谷恶龙(台),2013
,,,,
,剧情/科幻/惊悚,,　地心引力/引力边缘(港)/地球引力/重力,2013
,,,,
,动作,,　The Four 3,2014
,,,,
,喜剧/动作/动画,,　飞机总动员2：火线救援/飞机总动员2：救火大行动(港)/飞机总动员：打火英雄(台),2014
,,,,
,,,,
,,,,
,,,,
,,,,
,动作/科幻/惊悚 ?,,哥斯拉/哥吉拉(台),2014
,,,,
,动作/科幻/冒险,,　哥斯拉,2014
